"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","recordNumber","http...unknown.org.taxonRankID","dynamicProperties","identificationVerificationStatus","taxonRemarks","vernacularName","taxonConceptID","http...unknown.org.species","establishmentMeans","institutionKey","collectionKey","otherCatalogNumbers","preparations","habitat","nomenclaturalCode","verbatimCoordinateSystem","locality","county","type","disposition","verbatimElevation","higherClassification","verbatimTaxonRank","reproductiveCondition","elevation","higherGeography","georeferenceProtocol","eventRemarks","networkKeys","institutionID","verbatimSRS","gadm","identificationRemarks","media_url","license"
"2516891785","Pilidiostigma tropicum L.S.Sm.",-17.79,145.95833,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:12.998+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,2001,10,28,"2001-10-28",301,301,NA,"2024-07-18T23:56:12.998+00:00",NA,FALSE,"L.3927389@BRAHMS","none","none",TRUE,NA,"Forster PI; Booth R; Jensen R",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","EUROPE","Naturalis Biodiversity Center","L.3927389@BRAHMS",NA,NA,NA,"Botany","2516891785","https://data.biodiversitydata.nl/naturalis/specimen/L.3927389",NA,"L.3927389",NA,NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.",NA,"Forster, PI; Booth, R; Jensen, R PIF 27636",NA,NA,NA,NA,NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,NA,NA,"ICN",NA,"Queensland, Cook, State Forest 757 Nyleta Creek, 7km SW of Silkwood.",NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center",NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3927389/format/large","http://creativecommons.org/licenses/by/4.0/"
"2418500778","Pilidiostigma tropicum L.S.Sm.",-17.425745,145.771891,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:35.035+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",1995,7,27,"1995-07-27",208,208,"2021-07-17T16:35:17.000+00:00","2024-06-19T04:58:35.035+00:00",NA,FALSE,"2d18429e-0271-4c76-8d82-cbb75065b8a1","none","none",FALSE,NA,"Hunter, J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"2d18429e-0271-4c76-8d82-cbb75065b8a1",NA,NA,NA,"Herbrecs","2418500778","2d18429e-0271-4c76-8d82-cbb75065b8a1",NA,"BRI AQ0661767","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.",NA,"JH5108","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet",NA,"ICN",NA,"SSW of ABC Falls; Grid Ref 8063-694727.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,NA,335,"Australia, Queensland, Cook","Hrb Convert","Complex mesophyll vine forest (1a) on deep, pale red-brown loam with geology of alluvium/colluvium.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=910c41e8-d408-4ae8-9a09-625554424177","http://creativecommons.org/licenses/by/4.0/"
"2418497598","Pilidiostigma tropicum L.S.Sm.",-17.292909,145.723882,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:35.515+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",1995,11,11,"1995-11-11",315,315,"2021-07-17T16:34:53.000+00:00","2024-06-19T04:58:35.515+00:00",NA,FALSE,"2be93172-9a7a-40d8-a006-dbb0b7936490","none","none",FALSE,NA,"Forster, P.I.|Spokes, T.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"2be93172-9a7a-40d8-a006-dbb0b7936490",NA,NA,NA,"Herbrecs","2418497598","2be93172-9a7a-40d8-a006-dbb0b7936490",NA,"BRI AQ0602438","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Shrub to 3m high, cream flowers.","PIF17978","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Ref sheet|Sheet|Spirit","COmplex notophyll vineforest on basalt.","ICN",NA,"State Forest 310 GAdgarra (GPS 17 17 40 145 43 22)","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,"Flowers and buds",720,"Australia, Queensland, Cook","GPS","Very common in area.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=3e8ccafb-6193-43e8-8d35-33761c3a93b9","http://creativecommons.org/licenses/by/4.0/"
"2418666104","Pilidiostigma tropicum L.S.Sm.",-17.423465,145.709437,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:50.634+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1994,7,8,"1994-07-08",189,189,"2021-07-17T16:34:50.000+00:00","2024-06-19T04:58:50.634+00:00",NA,FALSE,"72765c49-b7cd-4ad5-92a3-465221b11aac","none","none",FALSE,NA,"Forster, P.I.|Cooper, W.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"72765c49-b7cd-4ad5-92a3-465221b11aac",NA,NA,NA,"Herbrecs","2418666104","72765c49-b7cd-4ad5-92a3-465221b11aac",NA,"BRI AQ0631911","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Shrub to 5m high, sterile.","PIF15479","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet","Evergreen complex notophyll vineforest on red soil.","ICN",NA,"Westcott Road, Topaz.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,NA,680,"Australia, Queensland, Cook","Hrb Convert","Commonn in area.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=88353d38-c9fd-4179-a9d6-33b328ba20c3","http://creativecommons.org/licenses/by/4.0/"
"2418468313","Pilidiostigma tropicum L.S.Sm.",-17.673463,145.876107,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:29.514+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1993,1,2,"1993-01-02",2,2,"2021-07-17T16:34:26.000+00:00","2024-06-19T04:58:29.514+00:00",NA,FALSE,"1e48faf5-749d-4c2e-b81a-3805a30b6d94","none","none",FALSE,NA,"Bean, A.R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"1e48faf5-749d-4c2e-b81a-3805a30b6d94",NA,NA,NA,"Herbrecs","2418468313","1e48faf5-749d-4c2e-b81a-3805a30b6d94",NA,"BRI AQ0564050","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Tree 4m high, fruits green.","5416","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet","In distrubed rainforest, with Rubus alceifolius.","ICN",NA,"Mena Creek road, SW of Innisfail.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,"Fruit",200,"Australia, Queensland, Cook","Hrb Convert",NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=60d6d813-aea6-40db-b0bd-7eb620b269c4","http://creativecommons.org/licenses/by/4.0/"
"2418959967","Pilidiostigma tropicum L.S.Sm.",-17.373465,145.742771,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:16.940+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE","1991-02-01T00:00:00",2000,"OCEANIA","Queensland",1990,11,14,"1990-11-14",318,318,"2021-07-17T16:34:21.000+00:00","2024-06-19T04:59:16.940+00:00",NA,FALSE,"ef401552-0ff2-491e-a95e-a9922d102789","none","none",FALSE,NA,"Hind, P.|Holland, J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"ef401552-0ff2-491e-a95e-a9922d102789",NA,NA,NA,"Herbrecs","2418959967","ef401552-0ff2-491e-a95e-a9922d102789",NA,"BRI AQ0482842","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.",NA,"6261","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet",NA,"ICN",NA,"5.5km along Gourka Rd from Topaz Rd at Lamins Hill lookout.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,"Flowers and buds",720,"Australia, Queensland, Cook","Hrb Convert","S edge of forest on roadside on broad ridge in tall rainforest.  Red clay over basalt.  Locally frequent.  Shrub or tree to 5m, mostly wider than high.  Flowers white.  LCR 904275",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=e6b05277-4ca4-4ac8-97cc-8f064aa2715d","http://creativecommons.org/licenses/by/4.0/"
"2418790687","Pilidiostigma tropicum L.S.Sm.",-17.390131,145.759437,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:03.379+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1988,2,5,"1988-02-05",36,36,"2021-07-17T16:36:08.000+00:00","2024-06-19T04:59:03.379+00:00",NA,FALSE,"a829c0aa-97fa-46bd-9e8d-1d1c6bc0eec5","none","none",TRUE,NA,"Gray, B.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"a829c0aa-97fa-46bd-9e8d-1d1c6bc0eec5",NA,NA,NA,"Herbrecs","2418790687","a829c0aa-97fa-46bd-9e8d-1d1c6bc0eec5",NA,"BRI AQ0863266","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Small tree 8m tall.  Fruit in FAA at CNS.","4726","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet","Rainforest.","ICN",NA,"State Forest Reserve 310, Parish of Gadgarra, Windin LA.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,"Fruit",720,"Australia, Queensland, Cook","Label","Ripe fruits black, seed yellow-green.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=d594f3ed-9653-4346-90f8-446cba3282a4","http://creativecommons.org/licenses/by/4.0/"
"2418512280","Pilidiostigma tropicum L.S.Sm.",-17.730985,145.542098,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:37.423+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE","1989-01-01T00:00:00",100,"OCEANIA","Queensland",1988,10,1,"1988-10-01",275,275,"2021-07-17T16:34:30.000+00:00","2024-06-19T04:58:37.423+00:00",NA,FALSE,"31bd826a-1e43-4875-ab79-3c455c10f325","none","none",FALSE,NA,"Jessup, L.W.|Mcdonald, W.J.|Guymer, G.P.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"31bd826a-1e43-4875-ab79-3c455c10f325",NA,NA,NA,"Herbrecs","2418512280","31bd826a-1e43-4875-ab79-3c455c10f325",NA,"BRI AQ0486444","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.",NA,"GJM2637","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet",NA,"ICN",NA,"Tableland LA 0.5km S of Koolmoon Creek near the junction of Ebony Rd and Tully Falls Rd, 6km NW of Tully Falls; site 12; centre plot 1; AMG 34530/803880.","North Kennedy","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,NA,840,"Australia, Queensland, North Kennedy","Hrb Convert","Complex notophyll vine forest (5a) on basalt; site has been logged in the past.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=c34dfc39-155a-440a-95a4-6ef34e1ed44d","http://creativecommons.org/licenses/by/4.0/"
"2418630973","Pilidiostigma tropicum L.S.Sm.",-17.723463,145.809441,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:48.332+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1988,10,12,"1988-10-12",286,286,"2021-07-17T16:35:42.000+00:00","2024-06-19T04:58:48.332+00:00",NA,FALSE,"63cdab6a-8e18-4ed3-9d74-b7225c06cce8","none","none",TRUE,NA,"Hyland, B.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"63cdab6a-8e18-4ed3-9d74-b7225c06cce8",NA,NA,NA,"Herbrecs","2418630973","63cdab6a-8e18-4ed3-9d74-b7225c06cce8",NA,"BRI AQ0643924","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Tree 20m x 20cm dbh.  Petals cream. Sepals pink or green. Stigma pink.  Flowers in F.A.A.","13629","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet","Rainforest.","ICN",NA,"SFR 756, Jordan, East Downey LA.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,"Flowers",360,"Australia, Queensland, Cook","Label",NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=538f7e7c-645c-477b-9c9f-aec276cb3e5b","http://creativecommons.org/licenses/by/4.0/"
"2418744467","Pilidiostigma tropicum L.S.Sm.",-17.62399,145.68291,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:59.148+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",1988,10,1,"1988-10-01",275,275,"2021-07-17T16:35:17.000+00:00","2024-06-19T04:58:59.148+00:00",NA,FALSE,"941f0b4e-def3-4418-adb7-28a3e0de7428","none","none",FALSE,NA,"Jessup, L.W.|Guymer, G.P.|Mcdonald, W.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"941f0b4e-def3-4418-adb7-28a3e0de7428",NA,NA,NA,"Herbrecs","2418744467","941f0b4e-def3-4418-adb7-28a3e0de7428",NA,"BRI AQ0588487","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.",NA,"GJM2021","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet",NA,"ICN",NA,"Kaaru LA, SW corner, 14.5km SSE of Millaa Millaa, site 1, centre plot 1, AMG 36014/805076.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,NA,700,"Australia, Queensland, Cook","Hrb Convert","Complex mesophyll vine forest (1b) on basalt uplands.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=0f9d2f42-493d-4c2a-a5b9-04903e767b0e","http://creativecommons.org/licenses/by/4.0/"
"2418755421","Pilidiostigma tropicum L.S.Sm.",-18.266378,145.802056,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:59.842+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE","1989-01-01T00:00:00",100,"OCEANIA","Queensland",1988,10,1,"1988-10-01",275,275,"2021-07-17T16:34:31.000+00:00","2024-06-19T04:58:59.842+00:00",NA,FALSE,"9824feef-cf06-4394-90c4-64165232478c","none","none",FALSE,NA,"Jessup, L.W.|Guymer, G.P.|Mcdonald, W.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"9824feef-cf06-4394-90c4-64165232478c",NA,NA,NA,"Herbrecs","2418755421","9824feef-cf06-4394-90c4-64165232478c",NA,"BRI AQ0486472","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.",NA,"GJM2254","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet",NA,"ICN",NA,"Northern slope of Mt Thorn SF 461 Meunga LA 23.1km W of Cardwell; site 5; centre plot 2; AMG 37320/797975.","North Kennedy","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,NA,870,"Australia, Queensland, North Kennedy","Hrb Convert","Simple notophyll vine forest on rhyloite.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=51ae0d29-0918-421b-b2a1-5e0c5d2e35b0","http://creativecommons.org/licenses/by/4.0/"
