"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","identificationRemarks","occurrenceRemarks","networkKeys","elevation","elevationAccuracy","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","verbatimElevation","collectionID","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","http...unknown.org.recordEnteredBy","higherClassification","gadm","bibliographicCitation","reproductiveCondition","organismID","locationID","accessRights","preparations","dataGeneralizations","georeferenceProtocol","georeferenceRemarks","georeferenceSources","individualCount","georeferencedBy","georeferenceVerificationStatus","typeStatus","typifiedName","eventID","footprintSRS","verbatimIdentification","media_url"
"1454579272","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-32.5375,-71.4525,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:10.693+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Valparaíso",2016,5,2,"2016-05-02",123,123,NA,"2024-07-30T17:32:10.693+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"https://data.rbge.org.uk/herb/E00822481","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00822481",NA,"2nd May 2016",NA,"E","1454579272","https://data.rbge.org.uk/herb/E00822481",NA,"E00822481","RBGE",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",513,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","9322","Ridge vegetation with open grassy areas surrounded by mostly evergreen shrubs to 2.5 m tall. Dominant species include Baccharis linearis, B. rhomboidalis, Escallonia pulverulenta, Myrceugenia  correifolia and Berberis actinacantha infrequent","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región V [Valparaíso]:Provincia de Petorca:Zapallar:Parque el Boldo. Cerro El Boldo","Petorca","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","826235","513m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00822481/full/300,/0/default.jpg"
"814302507","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-34.546944,-72.004167,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:07.028+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Maule",2013,1,8,"2013-01-08",8,8,NA,"2024-07-30T17:32:07.028+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"https://data.rbge.org.uk/herb/E00647135","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00647135",NA,"8th January 2013",NA,"E","814302507","https://data.rbge.org.uk/herb/E00647135",NA,"E00647135","RBGE",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",233,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","39","Remnant sclerophyllous forest with Azara petiolaris, Myrceugenia ovata, M. correifolia, Proustia pyrifolia, Ribes punctatum, Escallonia pulverulenta, Dasyphyllum diacanthoides and Aristotelia chilensis","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VII [Maule]:Provincia de Curicó:South of Lo Valdivia on the way to Vichuquén","Curicó","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","644132","233m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00647135/full/300,/0/default.jpg"
"574966418","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-34.45,-72.025833,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.914+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Libertador General Bernardo O'Higgins",2004,2,5,"2004-02-05",36,36,NA,"2024-07-30T17:31:58.914+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"https://data.rbge.org.uk/herb/E00182247","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00182247",NA,"5th February 2004",NA,"E","574966418","https://data.rbge.org.uk/herb/E00182247",NA,"E00182247","RBGE",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",6,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","1232","Remnant shrubland consisting of Myrceugenia correifoli., M. obtus., Cryptocarya alb., Schinus latifolius and Berberis actinacanth.. surrounded by dry grassland.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VI [Libertador Gral. Bdo. O'Higgins]:Provincia Cardenal Caro:Pichilemu:Road from Cahuil, border of Laguna del Perro","Cardenal Caro","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","180768","6m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00182247/manifest"
"574742758","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-34.45,-72.025833,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.279+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Libertador General Bernardo O'Higgins",2004,2,5,"2004-02-05",36,36,NA,"2024-07-30T17:31:59.279+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"https://data.rbge.org.uk/herb/E00198894","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00198894",NA,"5th February 2004",NA,"E","574742758","https://data.rbge.org.uk/herb/E00198894",NA,"E00198894","RBGE",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",6,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","1230","Remnant shrubland consisting of Myrceugenia correifoli., M. obtus., Cryptocarya alb., Schinus latifolius and Berberis actinacanth.. surrounded by dry grassland.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VI [Libertador Gral. Bdo. O'Higgins]:Provincia Cardenal Caro:Pichilemu:Road from Cahuil, border of Laguna del Perro","Cardenal Caro","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","180766","6m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00198894/full/300,/0/default.jpg"
"575057274","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-32.216667,-71.3,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.556+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Valparaíso",2004,11,24,"2004-11-24",329,329,NA,"2024-07-30T17:31:59.556+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"https://data.rbge.org.uk/herb/E00212671","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00212671",NA,"24th November 2004",NA,"E","575057274","https://data.rbge.org.uk/herb/E00212671",NA,"E00212671","RBGE",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","1625","Valley bottom next to a small stream with dense vegetation with Peumus boldu., Myrceugenia correifoli., M. obtusa.M. ruf., Lum cheque., Aextoxicon punctatum and Cryptocarya alb..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región V [Valparaíso]:Provincia de Petorca:La Ligua:Cerro Imán, Quebrada Las Lajas del  Imán.?","Petorca","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","196800",NA,"https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00212671/manifest"
"574903987","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-35.09,-71.609444,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.539+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Valparaíso",2004,11,20,"2004-11-20",325,325,NA,"2024-07-30T17:31:59.539+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"https://data.rbge.org.uk/herb/E00212673","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00212673",NA,"20th November 2004",NA,"E","574903987","https://data.rbge.org.uk/herb/E00212673",NA,"E00212673","RBGE",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",448,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","1518","South-facing lower slopes of moderately steep ravine leading down to the coast. Vegetation dense and consisting of Myrceugenia exsucc., M. obtus., Schinus latifoliu., Citronella mucronat., Dasyphyllum excelsu., Escallonia pulverulent., Aextoxicon punctatu., Chusquea cumingii and Lobelia excels..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región V [Valparaíso]:Provincia de Valparaíso:Valparaíso:Caminola Póluora; Fundo los Perales","Valparaíso","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","195875","448m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00212673/manifest"
"575121456","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-30.655,-71.676944,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.540+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Coquimbo",2004,12,2,"2004-12-02",337,337,NA,"2024-07-30T17:31:59.540+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"https://data.rbge.org.uk/herb/E00212682","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00212682",NA,"2nd December 2004",NA,"E","575121456","https://data.rbge.org.uk/herb/E00212682",NA,"E00212682","RBGE",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",515,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","1786","Margin of remnant cloud-forest. Dominant species include Aextoxicon puncatatu., Myrceugenia correifoli., Ribe., Fuchsia lycioide., Berberis actinacantha and Azara microphyll..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IV [Coquimbo]:Provincia de Elqui:La Serena:Paque Nacional Fray Jorge","Elqui","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","198660","515m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00212682/manifest"
"2270676060","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-33.323674,-71.649373,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.006+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,3000,"SOUTH_AMERICA","Valparaiso",2000,7,29,"2000-07-29",211,211,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.006+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764203","http://creativecommons.org/licenses/by/4.0/",FALSE,"764203","none","none",FALSE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764203",NA,NA,NA,"Plants","2270676060","e9fc1475-c0e8-4166-9871-e15dc4f00f96","33060","ASU0043228","ASU",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"Shrub ca 2m. High.",NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","9814","Coastal sclerophyllous scrub along ocean facing slopes.",NA,NA,"San Antonio just N of Mirasol, on bluff overlooking ocean.",NA,NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","238047","e9fc1475-c0e8-4166-9871-e15dc4f00f96","ecologicallyOccursWith: Myrceugenia rufa|ecologicallyOccursWith: M. correifolia|ecologicallyOccursWith: Puya|ecologicallyOccursWith: Colliguaya|ecologicallyOccursWith: Lithrea|ecologicallyOccursWith: Baccharis","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043228_lg.jpg"
"2270677996","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-33.2393,-71.6522,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.008+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Valparaiso",2000,7,29,"2000-07-29",211,211,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.008+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764212","http://creativecommons.org/licenses/by/4.0/",FALSE,"764212","none","none",FALSE,NA,"L. R. Landrum; S.S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764212",NA,NA,NA,"Plants","2270677996","55ca7c75-45c6-4e4a-812b-51128af82c75","33060","ASU0043229","ASU",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"Shrub ca. 2m high.",NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","9819","Sclerophyllous scrub.",NA,NA,"Road to Tunquen to Quintay.",NA,NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","238040","55ca7c75-45c6-4e4a-812b-51128af82c75","ecologicallyOccursWith: Myrceugenia|ecologicallyOccursWith: Baccharis|ecologicallyOccursWith: Muhlembeckia","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043229_lg.jpg"
"574957844","Myrceugenia correifolia (Hook. & Arn.) O.Berg",-32.55,-71.466667,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.801+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185787,6,7707728,220,690,5014,3185514,3185787,3185787,"Myrceugenia correifolia (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia correifolia","Myrceugenia","correifolia","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Valparaíso",1997,12,5,"1997-12-05",339,339,NA,"2024-07-30T17:31:57.801+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"https://data.rbge.org.uk/herb/E00113601","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00113601",NA,"5th December 1997",NA,"E","574957844","https://data.rbge.org.uk/herb/E00113601",NA,"E00113601","RBGE",NA,NA,NA,"Myrceugenia correifolia (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",400,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","31","Very rich coastal forest which is subject to coastal cloud much of the year. Exposed open ridge above tree-line amongst sclerophyllous shrubs.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región V [Valparaíso]:Prov. de Petorca:Zapallar:Hills above Zapallar, adjacent to radio station.","Petorca","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","83562","400m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00113601/manifest"
