"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","http...unknown.org.recordID","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","name","networkKeys","gadm","datasetName","rightsHolder","institutionID","municipality","dateIdentified","higherGeography","eventRemarks","identificationQualifier","individualCount","county","nomenclaturalCode","georeferenceProtocol","organismID","locationID","ownerInstitutionCode","accessRights","georeferenceSources","typeStatus","preparations","eventID","footprintSRS","bibliographicCitation","verbatimIdentification","typifiedName","verbatimEventDate","media_url","license"
"2270516195","Myrcia cordiifolia DC.",-15.9111,-47.9111,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:13.341+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3174650,6,7707728,220,690,5014,3173889,3174650,3174650,"Myrcia cordiifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia cordiifolia","Myrcia","cordiifolia","SPECIES","ACCEPTED","NE",1012,"SOUTH_AMERICA","Distrito Federal",2006,9,13,"2006-09-13",256,256,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:13.341+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1915347",FALSE,"1915347","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"277404","S. C. Miranda; C. Proença","N. S. D. Somavilla","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","1022","1915347","cerrado perturbado.","e6fabb84-a0af-4a15-81c2-487523afba0f","Brasília, Centro Olímpico, Universidade de Brasília","Plants","2270516195","e6fabb84-a0af-4a15-81c2-487523afba0f","ASU0052936","ASU","http://creativecommons.org/licenses/by-nc/3.0/","UB 24021; Subarbusto 0.4m. FIor brancas. Caule levemente piloso no ápice, folhas sésseis pilosas na superfície abaxial. Flores de cálice piloso, pétalas brancas e estames creme, ramo floral piloso.","Kim 2011_03_29","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales","a2e32c87-d320-4a01-bafd-a9182ae2e191","Myrcia cordiifolia DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0052/ASU0052936_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"1456300329","Myrcia cordiifolia DC.",-19.77,-42.6,"gass84,txmatfuz,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:55.948+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3174650,6,7707728,220,690,5014,3173889,3174650,3174650,"Myrcia cordiifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia cordiifolia","Myrcia","cordiifolia","SPECIES","ACCEPTED","NE",400,"SOUTH_AMERICA","Minas Gerais",1975,9,18,"1975-09-18",261,261,"2023-11-08T13:46:00.000+00:00","2024-08-02T12:39:55.948+00:00",NA,FALSE,"http://n2t.net/ark:/65665/3aa51b28e-f00a-4387-ae10-c44110c13756","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",TRUE,NA,"E. P. Heringer & Eiten, G. (Determiner), Eiten, L. T. (Determiner)",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","15078","http://n2t.net/ark:/65665/3aa51b28e-f00a-4387-ae10-c44110c13756",NA,NA,"Parque Estadual do Rio Doce. On peninsula at Lake Helvécio near ""Cama de Tábus"" guest house","US","1456300329","http://n2t.net/ark:/65665/3aa51b28e-f00a-4387-ae10-c44110c13756","US 2964337","US",NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","Myrcia cordiifolia DC.","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"NMNH Extant Biology",NA,"urn:lsid:biocol.org:col:15463",NA,NA,"South America - Neotropics, Brazil, Minas Gerais, Marliéria",NA,NA,1,"Marliéria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3bfbc61c7-c115-46c9-ae1c-e9cc83b38973","http://creativecommons.org/licenses/by/4.0/"
"1228157701","Myrcia linkiana DC.",-18,-44,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:14.370+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3174655,6,7707728,220,690,5014,3173889,3174650,3174650,"Myrcia cordiifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia cordiifolia","Myrcia","linkiana","SPECIES","SYNONYM","NE",NA,"SOUTH_AMERICA","Minas Gerais",1932,10,4,"1932-10-04",278,278,"2023-03-02T20:41:00.000+00:00","2024-01-25T11:00:14.370+00:00",NA,FALSE,"62d83ff2-1c31-4602-a294-9f1b504065b2","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,TRUE,NA,"Mello Barreto",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","7377","62d83ff2-1c31-4602-a294-9f1b504065b2",NA,NA,"Minas Gerais","Botany","1228157701","62d83ff2-1c31-4602-a294-9f1b504065b2","V0107062F","F",NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Myrcia linkiana DC.",NA,NA,"seeds-22-sep-2023","The Field Museum of Natural History","F",NA,NA,"South America, Brazil, Minas Gerais. [LL]",NA,"cf.",NA,NA,"ICBN","TGN - Centroid","2483483","4846d7c1-8783-4f59-a44b-c2aeebdb56b3","F","http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/522/406/V0107062F.jpg","http://creativecommons.org/licenses/by/4.0/"
