"sp","lma","se"
"Brexiella_ilicifolia",1.85965973972493,0.0104372480675458
"Bruguiera_sexangula",1.99383066585112,0.0672241833792357
"Brunellia_acutangula",2.26961489147121,0.0256757679968364
"Brunellia_propinqua",1.53676246824154,0.0210251781202338
"Brunfelsia_densifolia",2.2110740263609,0.118112481514469
"Brunnichia_ovata",1.67472341728276,0.0288499512063975
"Buchholzia_coriacea",1.63984787645784,NA
"Buckleya_distichophylla",1.42533065734777,0.00531001095966448
"Bucquetia_glutinosa",2.18567372153164,0.00632887910316286
"Bupleurum_fruticosum",1.75546269079775,0.0184825409032032
"Burasaia_madagascariensis",1.60161949284322,0.0357733755356399
"Burkea_africana",1.78802853323178,0.0472902774049942
"Bursera_grandifolia",1.33096977723377,NA
"Buxus_balearica",1.87097698561635,0.00752182017490772
"Buxus_citrifolia",1.53637893456857,0.00823616120530221
"Buxus_glomerata",1.98734844232327,0.00773085964158985
"Buxus_harlandii",1.89008097310303,0.00712821261774926
"Buxus_hildebrandtii",1.88521390142942,0.00692345912355515
"Buxus_portoricensis",1.73637530509714,0.00453919038619148
"Buxus_sempervirens",1.81808772042623,0.00379016353446607
"Buxus_vahlii",1.88051538220153,0.00716733046972599
"Cadaba_kirkii",2.01776657466171,0.170076625524183
"Caiophora_cirsiifolia",3.63007684437327,NA
"Calatola_costaricensis",1.85367414550423,0.0333070077306192
"Calceolaria_engleriana",1.86489373301546,0.0206080771277564
"Calibrachoa_parviflora",2.24317427003761,0.0382314926242949
"Caloncoba_echinata",1.83034919200948,0.0344219546496007
"Calycanthus_occidentalis",1.65090522114761,0.0248323738259472
"Camellia_brevistyla",1.81395443605262,0.0219477101438254
"Camellia_saluenensis",1.91272658639219,0.0123696702435395
"Camptostemon_schultzii",2.15501839581308,0.01508693173889
"Camptotheca_acuminata",2.11470228355377,0.0180157626412804
"Canacomyrica_monticola",2.0902783855568,0.00855044085607187
"Canella_winterana",1.83100210129507,0.0160120814291756
"Cansjera_leptostachya",1.81536106537684,0.0130387572281454
"Cansjera_rheedei",1.52657684721961,0.01088407953055
"Cantua_buxifolia",1.69371365409327,0.0252532322577712
"Cantua_quercifolia",1.89528684305754,0.0135687261066253
"Capurodendron_gracilifolium",1.63840480587152,0.0181845995546878
"Carallia_brachiata",1.87418657691351,0.0235866432851356
"Cardiopteris_quinqueloba",2.43793946889291,0.234083970388428
"Cardwellia_sublimis",1.90797410813042,0.0280794079267783
"Carnarvonia_araliifolia",1.95212955430389,NA
"Carpenteria_californica",2.11242025034079,0.0103546486197808
"Carpinus_betulus",1.84403583100885,0.0167827685137266
"Carpinus_japonica",1.87731089735799,0.0178523920339312
"Carpinus_turczaninovii",2.00846376231357,0.016347045238662
"Carpodetus_serratus",2.06578587622605,0.0267757058797365
"Carpolobia_alba",1.24397271095453,0.00832063292685116
"Carpolobia_goetzei",1.31802941753029,0.0114038621677463
"Carpolobia_lutea",1.79736500370847,0.0385672236207174
"Carronia_protensa",2.21294556892667,0.0382410270599733
"Caryocar_glabrum",1.54939521479542,0.0650494165351693
"Caryodaphnopsis_tonkinensis",1.77941511796081,0.0166022285793326
"Casimiroa_edulis",1.81293261235041,0.0141986546878551
"Cassia_roxburghii",1.77743509953295,0.0066361042384841
"Cassinopsis_madagascariensis",1.89595977274728,0.00495217492410303
"Castanopsis_fissa",2.18134317063613,0.0218129532640932
"Castela_erecta",2.14943761594552,0.021549341610432
"Catostemma_fragrans",2.0830503918067,0.0177009247570787
"Causonis_clematidea",3.09264997210157,NA
"Causonis_corniculata",1.81228661392167,0.0217656561998374
"Cayaponia_amazonica",1.04202269744784,NA
"Cayratia_cardiophylla",1.23484786834097,0.00937826401328255
"Cayratia_mollissima",1.98447395881778,0.0232289945432538
"Celastrus_orbiculatus",2.26984353208223,0.00950041753314806
"Celtis_madagascariensis",2.01057744338396,0.00695235131785628
"Celtis_schippii",1.74102370532093,0.0209069669528181
"Celtis_tala",1.92849265164438,0.00650576481993031
"Centroplacus_glaucinus",1.35697398485234,0.0155295223643789
"Ceodes_brunoniana",2.04609862988495,0.0313221747901385
"Cerastium_latifolium",2.03329916768054,0.0406340703559642
"Ceratonia_siliqua",1.29750642987929,0.0131561835515424
"Ceratopetalum_apetalum",2.11310116213433,0.0140310600963384
"Cercidiphyllum_japonicum",2.23900461271921,0.00972503049478336
"Cercidiphyllum_magnificum",2.28064879341495,0.00654806612999338
"Ceriops_tagal",2.19424399042681,0.0143923882158634
"Chaetachme_aristata",1.62214913791004,0.0196941236208932
"Chaetocarpus_africanus",1.57925986448807,0.00414842893640873
"Champereia_manillana",1.69151391250203,0.0266767482779224
"Charpentiera_obovata",1.97004593287384,0.0265771008325978
"Chasmanthera_welwitschii",1.67022703178322,0.605851296259725
"Chaunochiton_kappleri",1.83411381496585,0.0195916114526259
"Chenopodium_frutescens",2.13732719962578,0.0239080108950684
"Chidlowia_sanguinea",1.76201726181487,0.00994770776014934
"Chimaphila_japonica",2.03708197339063,0.0110051476190154
"Chimaphila_menziesii",1.87945103680916,0.0140082536484213
"Chimonanthus_praecox",1.54934937119345,0.0194462221577121
"Chionanthus_virginicus",1.77187801709384,0.0288693949311369
"Chlorocardium_rodiei",1.58723930501965,0.0784527596207201
"Chlorocardium_venenosum",1.69946330052918,0.020199318548297
"Chondrodendron_tomentosum",1.88147596459614,0.223848558737957
"Chrysochlamys_saldanhae",2.05033101828932,0.047108178194894
"Chrysojasminum_fruticans",2.40056841281969,0.0350628897387883
"Chrysophyllum_eximium",1.71436678937218,0.103918418232786
"Chrysosplenium_flagelliferum",3.08816393433991,0.15871439020578
"Chrysosplenium_oppositifolium",2.30623134249813,0.0263144398844665
"Chrysosplenium_ramosum",2.31686331447606,0.0485660466630161
"Chrysosplenium_tetrandrum",2.961026142647,0.250280551474468
"Chukrasia_tabularis",1.48489913568084,0.205201283713756
"Cinnamomum_mairei",2.11990533532192,0.00955621043367141
"Cinnamomum_rhynchophyllum",1.80733980511557,0.026864328068349
"Cinnamosma_fragrans",1.73434922027764,0.00491746445223413
"Cinnamosma_madagascariensis",1.84639376390312,0.00566951092055642
"Cissampelos_andromorpha",1.90610082875956,0.117293431245434
"Cissampelos_grandifolia",2.638399104712,0.0565160427932644
"Cissampelos_pareira",2.10099920938138,0.0453954577672048
"Cissampelos_tropaeolifolia",2.19524651954493,0.0616900938304278
"Cissus_anisophylla",2.19882642289242,0.0185247327400875
"Cissus_biformifolia",2.43234344444502,0.022739795608283
"Cissus_integrifolia",2.23775349883039,0.0422455917535536
"Cissus_palmata",1.86928073898722,0.103355372861274
"Cissus_rubiginosa",1.93616822838998,0.0317842179058255
"Cissus_trianae",1.66975926883581,0.0582743603403239
"Cistus_creticus",2.06658728711965,0.0925053614473186
"Cistus_salviifolius",2.08964856646173,0.0470338611516847
"Citronella_smythii",1.57616493718985,0.0231945991768039
"Citronella_suaveolens",1.57181407498391,0.0663092925694541
"Cleistopholis_glauca",2.07097490972396,0.0107431616985586
"Clematicissus_granulosa",1.79354795187437,0.0438155085556119
"Clematis_aristata",2.52733012939505,0.0498233804829662
"Clematis_connata",1.95088740593898,0.0372380894973467
"Clematis_crispa",2.31252803198242,0.0186309209101419
"Clematis_fruticosa",2.59042018099922,0.0898485316500474
"Clematis_fusca",1.6494846372241,NA
"Clematis_gouriana",2.00587886414717,0.0243942013284019
"Clematis_ibarensis",1.97579077731333,0.0153576296812758
"Clematis_koreana",2.24818173033116,0.112373941858444
"Clematis_lasiandra",2.22705050925968,0.113909833922845
"Clematis_macropetala",2.11097567323662,NA
"Clematis_microphylla",2.69194452597357,0.113426431851049
"Clematis_montana",3.11476634569746,NA
"Clematis_napaulensis",2.63607366329119,0.142659960214658
"Clematis_orientalis",2.62427406491947,0.0324226884572376
"Clematis_peterae",2.22407866851913,0.010014442482473
"Clematis_pickeringii",2.23112579207983,0.0175362074904573
"Clematis_polygama",2.20520995388946,0.0159980844407232
"Clematis_potaninii",2.31682911527833,0.107470257671504
"Clematis_reticulata",2.26455217208129,0.019100382953277
"Clematis_serratifolia",2.33753992538296,0.051411568245598
"Clematis_terniflora",2.53605093437885,0.0156551837437127
"Clematis_texensis",2.30301397536828,0.0203163385838704
"Clematis_virginiana",2.42888621732106,0.0153779360549901
"Clermontia_oblongifolia",2.5580899923812,0.117268281595749
"Clethra_acuminata",1.5462389898751,0.0637244775293699
"Clethra_alnifolia",1.9560461456924,0.016462779724279
"Clethra_canescens",2.03643732590474,0.0322298753516637
"Clethra_peruviana",2.05860575090876,0.05124324795618
"Cleyera_japonica",1.90630104758201,0.00984423221754826
"Cloezia_floribunda",1.82993787100211,0.0101116510135266
"Clutia_angustifolia",1.89919104189187,0.00767751640878844
"Clutia_pulchella",2.25497237082306,0.00556892617586503
"Cneorum_tricoccon",1.8774105926245,0.0228725915874438
"Cnestidium_rufescens",1.74218470821285,0.0610911362996164
"Cobaea_scandens",1.96713296309532,0.0210236721341593
"Coccoloba_liebmannii",1.79747186071667,0.0218295346319286
"Coccoloba_porphyrostachys",1.43983979455907,0.0396195148383303
"Coccoloba_pubescens",1.44748453258952,0.0895244283215678
"Coccoloba_venosa",1.38760440903936,0.0301573284284171
"Cocculus_carolinus",2.29767385093186,0.0218947121354127
"Cocculus_laurifolius",1.72875462750679,0.0118809656603361
"Cocculus_orbiculatus",1.91400056812942,0.00885728757493972
"Cocculus_pendulus",2.15868982773656,0.00195991983270881
"Codia_discolor",2.13265956462575,0.0204853992541424
"Colignonia_glomerata",2.17576437359738,0.0427666520365922
"Colletoecema_tortistilum",1.86218121548754,0.0111201836776786
"Collomia_rawsoniana",2.11159842780695,0.0480564739350356
"Colubrina_asiatica",1.96655985878367,0.0122714583479186
"Comandra_umbellata",1.94517154405078,0.0309182368107337
"Combretocarpus_rotundatus",1.85410830490809,0.0807637013969302
"Combretum_coccineum",1.94502026977392,0.0304358601988613
"Combretum_collinum",2.25092150700339,0.0303139633301383
"Combretum_elaeagnoides",1.59711068029449,0.0599246486706088
"Combretum_fruticosum",1.82958305528097,0.0407838771080625
"Combretum_latifolium",1.68812577050219,0.098400642203335
"Combretum_mossambicense",1.68176489410921,0.0503289578311233
"Combretum_obovatum",1.7075118980861,0.0253244315978893
"Combretum_paniculatum",2.11003870778379,0.0730257319556541
"Combretum_schumannii",1.66605450486347,0.00544226739838004
"Combretum_umbricola",1.86770887721843,0.0505257698181548
"Compsoneura_capitellata",1.78979873376941,0.0246542808998914
"Compsoneura_debilis",2.2186034612363,0.0327861155320795
"Compsoneura_mutisii",1.70784630111085,0.0278525758646032
"Compsoneura_sprucei",1.8471110912395,0.0306873384920125
"Conchocarpus_albiflorus",2.1895556493884,0.242879902916327
"Conchocarpus_mastigophorus",1.70844197093577,0.0575146761410885
"Conchopetalum_brachysepalum",1.78156157192663,0.0412238201697298
"Connarus_turczaninowii",1.22160959463259,NA
"Cordia_lutea",1.9999378832306,0.0105552034059419
"Cordyla_africana",1.68670394095979,0.00506323128719681
"Coriaria_arborea",1.17552935066391,0.0608679229219985
"Coriaria_japonica",1.55804665684462,0.00957622716618291
"Coriaria_myrtifolia",1.61883101903012,0.0043688565692572
"Coriaria_ruscifolia",1.08954690207951,0.0741062273228716
"Cornus_alternifolia",2.20567657498922,0.0136940581358054
"Cornus_controversa",2.11058740575229,0.0293052452995359
"Cornus_disciflora",2.00662683630451,0.0100173000184644
"Cornus_florida",1.73652201678259,0.0153148474256205
"Cornus_glabrata",2.0287229291655,0.0037094479031664
"Cornus_mas",1.81136849405764,0.00729101242736013
"Cornus_obliqua",2.14908920553589,0.017651959090473
"Cornus_oblonga",2.09078270484118,0.010575516824872
"Cornus_officinalis",1.82295468007335,0.0228585745592112
"Cornus_peruviana",1.98626118922786,0.0156803201496468
"Corokia_cotoneaster",2.02065082295407,0.0119236511444862
"Corylopsis_glandulifera",1.78088779927351,0.0295875648911289
"Corylopsis_pauciflora",1.74770731280769,0.0106044793857557
"Corylopsis_spicata",2.10150124984523,0.0271811745344838
"Corylopsis_veitchiana",2.30880602297057,0.0619538645182364
"Corylopsis_willmottiae",2.25272948157031,0.0240551896203812
"Corylus_colurna",2.17933728766503,0.0467296933894391
"Corylus_heterophylla",1.97503172771763,0.0366995547491079
"Corymbia_calophylla",1.94721610637621,0.0246291199869941
"Corynocarpus_dissimilis",2.11795909409945,0.0193375557797259
"Corynocarpus_laevigatus",1.90944724985951,0.0196411269007862
"Coscinium_fenestratum",2.50206989600108,0.0855147245482767
"Cotoneaster_turbinatus",2.09602224665752,0.0065908541267927
"Couepia_guianensis",1.47444442965104,0.0287745774536151
"Coula_edulis",2.06049197275504,0.0136844691228497
"Couma_guianensis",1.70030628085711,0.0212082272978558
"Craibia_zimmermannii",1.55121585383051,0.0398083956057261
"Crassula_arborescens",2.05974021204031,NA
"Crassula_multicava",2.06877758538952,0.0771665910469214
"Cremastosperma_napoense",1.01721587395668,0.155121772518511
"Cremastosperma_panamense",1.46627479699813,0.0189698347450108
"Cremastosperma_yamayakatense",1.50769276102974,0.121960239446054
