"sp","la","se","bio_1","bio_1_se","bio_2","bio_2_se","bio_3","bio_3_se","bio_4","bio_4_se","bio_5","bio_5_se","bio_6","bio_6_se","bio_7","bio_7_se","bio_8","bio_8_se","bio_9","bio_9_se","bio_10","bio_10_se","bio_11","bio_11_se","bio_12","bio_12_se","bio_13","bio_13_se","bio_14","bio_14_se","bio_15","bio_15_se","bio_16","bio_16_se","bio_17","bio_17_se","bio_18","bio_18_se","bio_19","bio_19_se","alt","alt_se","ai","ai_se","wind","wind_se","srad","srad_se","et0","et0_se"
"Crotalaria_lebrunii",-1.65661549594088,0.360409491940336,1.14687470505527,0.174243163938941,0.356810915671866,0.499099608318144,0.288205586251024,0.380958957368997,-0.539815053058273,10.5080603629312,1.69523843984629,0.388908190172943,0.943602530237602,0.45679091590894,-0.267929469416021,0.845699106081882,0.649336209983369,0.297220924397986,1.1242191799066,0.308298464885797,1.36741918211217,0.0197989035564864,1.00140696201311,0.297220924397986,-0.903160976491187,34.2946788875476,-0.669396290700183,12.7279220613579,-1.07696801731686,0.353553390593274,0.875995900877689,5.99639195849447,-0.690988243086257,55.507882323144,-1.10923663708,6.7175144212722,-1.3304561242268,17.6776695296637,0.620374612934827,55.507882323144,-0.599205937962296,20.1525432638166,-1.15960092499937,346.482322781408,-0.833404648156639,0.0592791209620844,0.447449954112504,330.71950393947,1.16179802209799,43.4870670429727
"Poecilanthe_subcordata",-0.715495013601907,0.10658764793566,0.660489261356488,0.263338229943095,1.71698335973909,0.267404220712658,0.487139335410069,0.448830893511784,-0.642225634251455,6.599141794069,1.04466856921287,0.654781300172897,0.319461920947061,0.14849211384836,0.144685641363088,0.506289523499321,0.533806603826377,0.138592324895334,0.530011091840924,0.415071605029367,0.491524572023649,0.254558872810912,0.690260538024129,0.385844620048372,-0.913348374596906,54.0936687607709,-0.564852573448382,3.18198051533946,-1.12183662678489,0.353553390593274,1.4063767996835,3.59899829324563,-0.580998957564472,7.77817459305202,-1.20473428982206,3.18198051533946,-0.853982715440835,10.6066017177982,-1.14416888729317,6.36396103067893,-0.119805261536898,39.5979797464467,-1.12542191147364,272.943217538007,-0.984783869310247,0.0372409553442259,0.547594050311822,22.8628890803764,0.896178042376885,9.19238815542512
"Fissicalyx_fendleri",-1.1236770430325,0.286211147117222,1.05670886201382,0.321823430143193,-0.26679753574873,0.182681523383216,1.06873765699578,0.522088424520382,-0.852724301703825,1.79971461289571,0.921760795817212,0.401514145261079,1.08864872772813,0.289891819600109,-0.826203582443918,0.233430646734191,0.763931062249927,0.294349846085731,1.05341010932968,0.400104749875848,0.932651239528805,0.329154369295814,1.06104273348923,0.285834038154168,0.195167881781616,39.9176652623873,0.645345497458463,2.70702789051018,-0.0203122643446645,4.54884600750564,0.47689225021368,2.28261789765107,0.659807706930563,8.30590151639182,-0.0553518264622476,16.7332005306815,-0.883909970868714,12.3114580777421,1.23751969586018,66.7019340049447,-0.631549311934025,54.79945255201,-0.102956721851364,340.896699896024,-0.908127347423068,0.0784159257125398,0.248291025796726,84.6449066802358,0.485218828468764,19.3090652285397
"Riedeliella_graciliflora",-1.41757442411279,0.557267044294995,0.61838438096245,0.185024796571455,0.96647269073744,0.0979348517251629,0.362057872407149,0.649793066428065,-0.378242847494809,3.09128031948858,0.577632213269176,0.265284070803494,0.301361554073358,0.221430926404481,-0.0674584357563099,0.306907015591311,0.667327716608737,0.207618833543933,0.366451646548511,0.140616578620367,0.49328161540682,0.221086474996664,0.532267695012363,0.152820459203732,-0.383391435638995,6.51778194491665,-0.287463243673604,4.11411301812747,-0.370287418195326,2.02758751009941,0.0478279048677102,1.71905169032823,-0.244123561328667,10.6736088520203,-0.464627481071083,5.03322295684717,0.217098005135889,14.5716619962629,-0.594566707269249,9.89013724954385,-0.29469906153217,40.3792209122648,-0.672606947280232,103.038468185071,0.100707927337669,0.105032343326249,-0.27335823649672,23.0830079846458,0.738031136211701,15.6678486551754
"Zornia_sericea",-1.52523953586135,0.136679766000766,0.957877842690839,0.0242765847422574,1.67551190385747,0.227452717246985,0.828516161821384,2.44398043136922,-0.747852015356066,5.60948793526191,1.33240118537845,0.282843791433938,0.618225255418524,0.0212136889673214,-0.0646670663205246,0.261630102466651,0.809835070577916,0.0681180737380636,0.79769642766777,0.0103708221319771,0.831536974782794,0.171120251051698,0.933771335399705,0.0278121995701619,-1.27054402067867,60.1040764008565,-0.949573452935008,15.9099025766973,-1.1330537791519,0,1.52476838420623,0.0765332820991892,-1.0289263377329,39.9515331370399,-1.2251980725525,0.353553390593274,-0.857920512207661,44.5477272147525,-1.18156082826672,3.18198051533946,-0.391489602899417,14.142135623731,-1.43909980810604,350.371410077934,-0.978601886252727,0.0430156636460972,0.598538959538326,69.2964645562817,1.2703848062607,4.24264068711928
"Baphia_leptobotrys",0.449239119963207,0.0600010858687269,0.821299887617507,0.468802593431141,-1.03119609655555,0.455070979067775,0.59017612969562,2.00430591616364,-0.731415011130605,1.87557527370903,0.382765741024457,0.318399584578873,0.958984274573651,0.615333359600426,-0.942426064115742,0.361407332731692,0.611966274427355,0.487898143332345,0.68294788163615,0.470797694655259,0.634404530935867,0.500126021277179,0.833786107945353,0.466893268947147,0.50885484845354,230.869211010461,0.808154913125267,43.3132432061724,-0.953579341279763,0.333333333333333,0.333099385697194,1.79208513001227,0.573091516606141,118.996265114125,-0.757941700207415,1.85592145427667,0.66731943547635,67.1493636383625,-0.823666536091317,20.5777657787342,-0.557279342073019,95.0031188571859,1.01441219532736,1361.04495530837,-1.08432956346911,0.213817919656786,-1.54878666928549,271.559195495551,-1.08065828468793,34.8079386432548
"Leptolobium_dasycarpum",0.464425305806449,0.063303477524345,0.239031547676597,0,0.0273551390732784,0,0.338402912010146,0,-0.702118787316116,0,-0.154470198455508,0,0.295208829047468,0,-0.426276420686005,0,0.0550457637949095,0,0.235996000894604,0,-0.236603066588266,0,0.412421334882495,0,-0.148656804286392,0,-0.000316500288658296,0,-0.908710731811729,0,0.880737486459465,0,0.177767707774218,0,-1.0307921366133,0,-0.129428110344816,0,-1.00172339787013,0,0.623373598169043,0,-0.357932162753325,0,-0.593258653589933,0,0.036942134296372,0,0.324844501089984,0
"Cordyla_africana",-0.819185586718244,0.0108231742011331,0.977566870294414,0.383068945263104,0.681343924402749,0.539531244216234,0.403283159821376,2.18602390242928,-0.451303499878231,21.6892213408203,1.2771892655977,0.544051104166537,0.6560428585478,0.960244741457534,-0.136988840391515,1.18028083317589,0.930927509260463,0.0949557592232562,0.802161541259847,0.729667505748694,1.08522858857676,0.362472545160828,0.831936084162521,0.591488187752592,-1.04820405702136,44.4503318322822,-0.272966514881354,16.7204066936184,-1.07023772589665,0.698569967862919,1.97780760273701,4.27884251994992,-0.475154195844957,30.4172319582174,-1.06899119771013,6.05574107768818,-0.716159828601918,32.0340443903045,-1.01169458212974,17.3795281869215,-0.750572928149986,30.8714755073352,-1.30233248548283,252.00132539334,-0.391821287772254,0.136494137084084,0.76620361536096,262.699581618076,1.49758177004731,48.6676483919246
"Baphiopsis_parviflora",0.291537697451966,0.0973970484296962,0.70881923942047,0.143076529610654,-0.527804960526376,0.204262541108281,0.824267184752952,0.725057364554111,-0.752571168582813,3.70643866972309,0.338988506337201,0.178253188031726,0.851526820783778,0.138825879215656,-0.8372675793111,0.164236204711444,0.443024461791077,0.275794793284763,0.683294399239068,0.0951483744171567,0.452449397668918,0.143134131409082,0.761601158945104,0.148606890961995,0.245340817452281,95.6075938406568,0.232188726879347,17.5490170664912,-0.661933379737545,4.57165178026498,0.0687090496433221,2.53403169466559,0.160551993518634,53.3279663966291,-0.530111585808496,13.4458915658278,-0.0317707505275265,7.79923073129652,0.233278995427695,105.104081747571,-0.179317069644878,47.7310381198649,0.589680987247596,609.108102063993,-1.28506947304374,0.0520683157252585,-1.32837017024974,338.681962230917,-0.867271332425608,35.321211757243
"Hymenolobium_flavum",-1.37318461333054,NA,1.03797328096224,NA,-0.1012947795996,NA,1.27177741709403,NA,-0.903513006351547,NA,0.890906572056191,NA,1.08547224646446,NA,-0.837876803374136,NA,0.790513660047404,NA,1.08544877486837,NA,0.870249429022818,NA,1.06178374965713,NA,0.591202983141433,NA,0.426221866098689,NA,-0.0786414566531082,NA,0.0653930633942335,NA,0.72293199253437,NA,0.00603952172907766,NA,-1.23594900182298,NA,1.72966886181681,NA,-0.940608218774987,NA,0.524740861548705,NA,-0.73623665432461,NA,-0.350645601787252,NA,-0.209736590172613,NA
"Dalbergia_sericea",-1.58353482129154,0.0991059305158713,-0.563243843149561,1.50519478414178,0.685306966291309,0.235466687610261,-0.821776540440506,2.84284202128649,0.724347735442281,26.1326321469575,-0.234141928959249,2.37163620883725,-0.779652365212884,1.38592927595277,0.804717863501553,0.98570689073765,-0.0184213848771538,1.55869902821464,-0.98548117009422,1.15635543426077,-0.470114744914383,1.70860559029901,-0.721883258324064,1.15234844907915,-0.484840941775111,82.7314933988261,0.735671269164019,15.556349186104,-0.953579341279763,3.53553390593274,2.14532546903535,6.79716589581161,0.499765326258284,19.0918830920368,-0.908009440230654,25.4558441227157,1.08341329383765,60.1040764008565,-0.966112025514365,33.9411254969543,1.50095714526861,281.782052302839,-0.572490920161108,247.133820024698,-0.948167529926624,0.0517366473931236,0.37538699702827,155.622187248151,0.114353196405337,58.6898628384834
"Pterodon_abruptus",-1.50893115790686,0.105635023404268,1.14851418033377,NA,1.20278353276971,NA,0.615593788661571,NA,-0.705087537377262,NA,1.72619322965154,NA,0.833927262584021,NA,-0.122778581429074,NA,0.865747618154088,NA,1.02171211052684,NA,1.24057318669122,NA,1.09520454366036,NA,-1.1190064738561,NA,-1.03739017542652,NA,-1.1330537791519,NA,1.16238786126139,NA,-0.979510861628911,NA,-1.19450239845684,NA,-1.25957578242393,NA,-1.11567978940856,NA,-0.68329871028879,NA,-1.28435432436829,NA,-1.58300909549806,NA,0.624744151150955,NA,0.869448987813756,NA
"Mimosa_colombiana",0.378991362545212,0.434755264686453,0.931496306415569,0.900780153247428,-0.0786809790245431,0.209551295104404,0.870238076962682,1.18218781453227,-0.777168830237266,8.14707489790162,0.879742676442751,1.2198524487596,0.952402391211886,0.822020687693749,-0.686127641740397,0.401328639648332,0.61670641134058,0.772511639277263,1.00422289367488,1.07761948232728,0.81308672315724,1.00940736499389,0.941635086630292,0.852250338687353,0.567644625021958,95.1556838379435,0.689672033573226,15.6823945875622,-0.420764603846864,6.41734303794543,0.244559680462209,4.09452519583605,0.781911754335907,51.141348241907,-0.27874812126957,18.5992551374152,-0.854967164632542,39.6234226815403,1.8365029788841,100.873889915412,-0.401911356734752,141.993159312928,0.293861625182385,665.370041155045,-0.911947484953552,0.130928996614899,-0.0119004730679183,89.7974638218489,0.302291861302344,45.4525278908299
"Chidlowia_sanguinea",-0.345358676522026,0.0235665844819548,0.737799120927485,0.197867326246851,1.90657011698715,0.148972920695464,0.415724938566072,0.319907026034714,-0.709709001687201,3.72002520869042,1.44749442542707,0.0952784219407943,0.38921628319637,0.293051837385713,0.263648897235885,0.232846253681618,0.358055717982956,0.181400323761827,0.758875168843148,0.1910732555596,0.590266451154441,0.220863507591123,0.807407267844255,0.18400622549304,0.860404978085051,75.1121295131485,1.42816885223995,14.9059719575746,-0.917684453705336,0.794984276574072,0.842188803667623,1.47599441487701,1.5110291340122,41.4696033258096,-0.813876039670622,5.26573831480449,-0.710646913128362,29.4450674986491,3.01523940385981,48.7070836737327,-0.163792250138448,32.1942852071606,0.31255754558096,395.029431814897,-0.614435851392482,0.0191673052596611,0.399789712815955,93.7803638792392,0.78391601321174,12.7981248626508
"Burkea_africana",-0.699187861067498,0.0385352563807143,0.316495532743517,0.80722139361497,3.17608073647214,0.00954609260028954,-0.180136974449893,0.323571808436579,0.250353677831154,2.97745298628394,1.43186429402993,0.803273076846438,-0.508790759522122,0.627910829785848,1.31756865244737,0.175362584235402,0.502915241305633,0.601041033748412,-0.171560711908129,0.867384502577718,0.484605506737538,0.794787736129465,0.069593138236611,0.824486428638979,-1.49785034091252,6.01040764008565,-1.12938864660811,1.4142135623731,-1.15548808388591,0,2.26096791564178,1.24956976465079,-1.11022276616205,0.707106781186548,-1.24907248573802,0.707106781186548,-1.13553518426891,15.2027957955108,-1.20470822029797,0,0.488250169131599,24.0416305603426,-1.71902592888179,103.591143443829,0.0707490921808067,0.0840278347013828,1.80494610403183,279.690424919818,2.86577525049752,74.5997654151808
"Peltophorum_africanum",-0.172549049134621,NA,0.679183756990481,NA,0.786629156369453,NA,-0.410021387685824,NA,-0.00428072884656918,NA,1.23395293233223,NA,0.171153448051453,NA,0.414687289395917,NA,0.725424954897275,NA,0.214864131711983,NA,0.892323700453644,NA,0.419377852927434,NA,-1.32912155978655,NA,-0.761394761881767,NA,-1.15548808388591,NA,2.79560081442478,NA,-0.676641814539938,NA,-1.25589374664816,NA,-0.964241024911968,NA,-1.21183049476912,NA,-0.230491474684591,NA,-1.59452887211431,NA,-0.184296994000954,NA,1.73220782344472,NA,2.45982773431998,NA
"Tachigali_paniculata",0.428993983678012,NA,1.08321453742115,NA,0.54563048653571,NA,0.738512061658611,NA,-0.874274364508423,NA,1.18523695954562,NA,0.857536361122281,NA,-0.421200844188892,NA,0.896866945565411,NA,0.961213413542828,NA,0.937296564366039,NA,1.07214270312236,NA,0.0207086892211827,NA,-0.0839514740900988,NA,-0.661933379737545,NA,0.130538388532245,NA,0.0215510413809583,NA,-0.614695221094322,NA,-0.294815574551516,NA,-0.634926262605779,NA,-0.862984121242838,NA,0.191495479672817,NA,-1.25805901652596,NA,-1.11763712098999,NA,-0.567237694954475,NA
"Tachigali_guianensis",0.531009270183856,0.106347281811856,1.00240286333956,0.181084978929267,-0.422120452375172,0.152271420680993,1.04943555730756,2.12124732886316,-0.800483640875842,11.1593502504152,0.775458519710506,0.18477973062652,1.06121915456487,0.310806974927425,-0.866932318923137,0.143530158534709,0.72833167031736,0.142060993769746,1.06037592008043,0.17496652928137,0.869673016990185,0.123860641813212,0.992446851251119,0.323622433681086,0.753882996642129,120.471880363566,0.493129845139841,11.9443152447793,0.622430566284916,15.91563042002,-0.351139061846507,5.05889798090602,0.610551635588198,40.1416113071378,0.563677601133616,47.8070666847486,-0.611808214281024,64.5285789398775,1.70919232271225,50.3476973157661,-0.92874898165202,6.95034471567178,0.655133798149372,1273.25568589607,-0.740199485053323,0.132361928999522,-0.0366126937964984,379.065189169161,-0.022633208230704,37.4059932809347
