filename,filepart1,filepart2,width_pixels,location_along_petiole,leaf_and_petiole_touch_within20pixels,image_name,leaf_id,pixel_distance,error_pixels,error_percent
Abelia_chinensis_1928192848__1,Abelia_chinensis,Abelia_chinensis_1928192848,12.083045973594572,0.20,True,Abelia_chinensis_1928192848,Abelia_chinensis_1928192848__1,10.360866566074645,1.7221794075199277,16.621963004127355
Abelia_chinensis_1928192848__2,Abelia_chinensis,Abelia_chinensis_1928192848,7.211102550927978,0.20,True,Abelia_chinensis_1928192848,Abelia_chinensis_1928192848__2,7.289909327282406,0.07880677635442801,1.0810391846644034
Abelia_chinensis_1928192848__3,Abelia_chinensis,Abelia_chinensis_1928192848,15.0,0.20,True,Abelia_chinensis_1928192848,Abelia_chinensis_1928192848__3,10.349535690068516,4.650464309931484,44.93403809790328
Abelia_chinensis_1928192848__4,Abelia_chinensis,Abelia_chinensis_1928192848,9.486832980505138,0.20,True,Abelia_chinensis_1928192848,Abelia_chinensis_1928192848__4,7.447893124904537,2.038939855600601,27.3760622152689
Abelia_chinensis_1929297655__1,Abelia_chinensis,Abelia_chinensis_1929297655,8.06225774829855,0.20,True,Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__1,6.231891285957809,1.8303664623407405,29.370962655671917
Abelia_chinensis_1929297655__2,Abelia_chinensis,Abelia_chinensis_1929297655,7.211102550927978,0.20,True,Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__2,8.005016873116956,0.7939143221889777,9.917709541064928
Abelia_chinensis_1929297655__3,Abelia_chinensis,Abelia_chinensis_1929297655,13.341664064126334,0.20,True,Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__3,11.881058711710642,1.4606053524156923,12.293562281415522
Abelia_chinensis_1929297655__4,Abelia_chinensis,Abelia_chinensis_1929297655,11.6619037896906,0.20,True,Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__4,11.457803018031017,0.20410077165958285,1.7813255415404832
Abelia_chinensis_1929297655__5,Abelia_chinensis,Abelia_chinensis_1929297655,6.708203932499369,0.20,True,Abelia_chinensis_1929297655,Abelia_chinensis_1929297655__5,6.793892036233675,0.0856881037343058,1.261252066964088
Abelia_chinensis_2430684398__1,Abelia_chinensis,Abelia_chinensis_2430684398,8.246211251235321,0.20,True,Abelia_chinensis_2430684398,Abelia_chinensis_2430684398__1,9.001549255544846,0.7553380043095252,8.391200035307769
Abelia_chinensis_2430684398__2,Abelia_chinensis,Abelia_chinensis_2430684398,12.529964086141668,0.20,True,Abelia_chinensis_2430684398,Abelia_chinensis_2430684398__2,12.585954473141877,0.055990387000209196,0.44486405158775466
Abelia_chinensis_2430684398__3,Abelia_chinensis,Abelia_chinensis_2430684398,10.770329614269007,0.20,True,Abelia_chinensis_2430684398,Abelia_chinensis_2430684398__3,11.280514172678478,0.5101845584094704,4.522706594750288
Abelia_chinensis_2430684398__4,Abelia_chinensis,Abelia_chinensis_2430684398,10.0,0.20,True,Abelia_chinensis_2430684398,Abelia_chinensis_2430684398__4,11.554828254889738,1.5548282548897383,13.45609143287587
